"","1 run","5 runs","10 runs","25 runs","50 runs","100 runs","250 runs","500 runs","1000 runs"
"0",1,1,1,1,1,1,1,1,1
"1",1,1,1,1,1,1,1,1,1
"2",1,1,1,1,1,1,1,1,1
"3",1,1,1,1,1,1,1,1,1
"4",1,1,1,1,1,1,1,1,1
"5",1,1,1,1,1,1,1,1,1
"6",1,1,1,1,1,1,1,1,1
"7",1,2,1,2,1,1,1,2,2
"8",1,1,1,1,1,1,1,1,1
"9",1,1,1,1,1,1,1,1,1
"10",1,1,1,1,1,1,1,1,1
"11",1,2,1,2,1,1,1,2,2
"12",2,1,2,1,2,2,1,1,1
"13",1,2,1,2,1,1,1,2,2
"14",1,2,1,2,1,1,1,2,2
"15",1,2,1,2,1,1,1,2,2
"16",1,2,1,2,1,1,1,2,2
"17",1,2,1,2,1,1,1,2,2
"18",3,3,3,1,2,3,2,3,3
"19",4,4,4,3,3,4,3,4,4
"20",1,2,1,2,1,1,1,2,2
"21",1,2,1,2,1,1,1,2,2
"22",1,2,1,2,1,1,1,2,2
"23",1,2,1,2,1,1,1,2,2
"24",1,2,1,2,1,1,1,2,2
"25",1,2,1,2,1,1,1,2,2
"26",1,2,1,2,1,1,1,2,2
"27",1,2,1,2,1,1,1,2,2
"28",1,2,1,2,1,1,1,2,2
"29",1,2,1,2,1,1,1,2,2
"30",1,2,1,2,1,1,1,2,2
"31",1,2,1,2,1,1,1,2,2
"32",1,2,1,2,1,1,1,2,2
"33",1,2,1,2,1,1,1,2,2
"34",1,2,1,2,1,1,1,2,2
"35",1,2,1,2,1,1,1,2,2
"36",1,2,1,2,1,1,1,2,2
"37",1,2,1,2,1,1,1,2,2
"38",1,2,1,2,1,1,1,2,2
"39",1,2,1,2,1,1,1,2,2
"40",1,2,1,2,1,1,1,2,2
"41",1,2,1,2,1,1,1,2,2
"42",1,2,1,2,1,1,1,2,2
"43",1,2,1,2,1,1,1,2,2
"44",1,2,1,2,1,1,1,2,2
"45",1,2,1,2,1,1,1,2,2
"46",1,1,1,1,2,2,1,1,1
"47",1,2,1,2,1,1,1,2,2
"48",1,1,1,1,1,1,1,1,1
"49",1,1,1,1,1,1,1,1,1
"50",1,1,1,1,2,2,1,1,1
"51",1,2,1,2,1,1,1,2,2
"52",1,2,1,2,1,1,1,2,2
"53",1,2,1,2,1,1,1,2,2
"54",1,2,1,2,1,1,1,2,2
"55",1,2,1,2,1,1,1,2,2
"56",3,5,3,3,4,3,4,5,3
"57",1,1,1,1,1,1,1,1,1
"58",1,1,1,1,2,2,1,1,1
"59",1,1,1,1,1,1,1,1,1
"60",1,1,1,1,1,1,1,1,1
"61",1,1,1,1,1,1,1,1,1
"62",1,1,1,1,1,1,1,1,1
"63",1,1,1,1,1,1,1,1,1
"64",1,1,1,1,1,1,1,1,1
"65",1,1,1,1,1,1,1,1,1
"66",1,1,1,1,1,1,1,1,1
"67",1,1,1,1,1,1,1,1,1
"68",1,2,1,2,1,1,1,2,2
"69",1,1,1,1,1,1,1,1,1
"70",1,2,1,2,1,1,1,2,2
"71",1,2,1,2,1,1,1,2,2
"72",1,2,1,2,1,1,1,2,2
"73",1,2,1,2,1,1,1,2,2
"74",1,2,1,2,1,1,1,2,2
"75",1,2,1,2,1,1,1,2,2
"76",1,1,1,1,1,1,1,1,1
"77",1,2,1,2,1,1,1,2,2
"78",1,2,1,2,1,1,1,2,2
"79",1,2,1,2,1,1,1,2,2
"80",1,1,1,1,1,1,1,1,1
"81",1,2,1,2,1,1,1,2,2
"82",1,2,1,2,1,1,1,2,2
"83",1,2,1,2,1,1,1,2,2
"84",1,2,1,2,1,1,1,2,2
"85",1,2,1,2,1,1,1,2,2
"86",1,2,1,2,1,1,1,2,2
"87",1,2,1,2,1,1,1,2,2
"88",1,2,1,2,1,1,1,2,2
"89",1,2,1,2,1,1,1,2,2
"90",1,2,1,2,1,1,1,2,2
"91",1,2,1,2,1,1,1,2,2
"92",1,2,1,2,1,1,1,2,2
"93",1,2,1,2,1,1,1,2,2
"94",1,2,1,2,1,1,1,2,2
"95",1,1,1,1,2,2,1,1,1
"96",1,2,1,2,1,1,1,2,2
"97",2,1,2,1,2,2,1,1,1
"98",1,2,1,2,1,1,1,2,2
"99",1,2,1,2,1,1,1,2,2
"100",1,2,1,2,1,1,1,2,2
"101",1,2,1,2,1,1,1,2,2
"102",1,2,1,2,1,1,1,2,2
"103",1,2,1,2,1,1,1,2,2
"104",1,2,1,2,1,1,1,2,2
"105",1,2,1,2,1,1,1,2,2
"106",1,2,1,2,1,1,1,2,2
"107",1,2,1,2,1,1,1,2,2
"108",1,2,1,2,1,1,1,2,2
"109",1,2,1,2,1,1,1,2,2
"110",1,2,1,2,1,1,1,2,2
"111",1,2,1,2,1,1,1,2,2
"112",1,2,1,2,1,1,1,2,2
"113",1,2,1,2,1,1,1,2,2
"114",1,2,1,2,1,1,1,2,2
"115",5,6,5,4,5,5,5,6,5
"116",1,2,1,2,1,1,1,2,2
"117",1,2,1,2,1,1,1,2,2
"118",2,1,2,1,2,2,1,1,1
"119",1,2,1,2,1,1,1,2,2
"120",1,2,1,2,1,1,1,2,2
"121",1,2,1,2,1,1,1,2,2
"122",1,2,1,2,1,1,1,2,2
"123",1,2,1,2,1,1,1,2,2
"124",1,2,1,2,1,1,1,2,2
"125",2,1,2,1,2,2,1,1,1
"126",2,1,2,1,2,2,1,1,1
"127",1,2,1,2,1,1,1,2,2
"128",4,4,4,3,3,4,3,4,4
"129",1,1,1,1,2,2,1,1,1
"130",1,2,1,2,1,1,1,2,2
"131",4,4,4,3,3,4,3,4,4
"132",1,1,1,1,2,2,1,1,1
"133",1,1,1,1,2,2,1,1,1
"134",1,1,1,1,2,2,1,1,1
"135",2,1,2,1,2,2,1,1,1
"136",4,4,4,3,3,4,3,4,4
"137",1,1,1,1,2,2,1,1,1
"138",1,2,1,2,1,1,1,2,2
"139",2,1,2,1,2,2,1,1,1
"140",5,6,5,4,5,5,5,6,5
"141",1,1,1,1,1,1,1,1,1
"142",1,2,1,2,1,1,1,2,2
"143",1,2,1,2,1,1,1,2,2
"144",1,2,1,2,1,1,1,2,2
"145",5,6,5,4,5,5,5,6,5
"146",2,3,2,1,2,2,2,1,1
"147",1,3,1,1,2,2,1,1,1
"148",5,6,5,4,5,5,5,6,5
"149",2,3,2,1,2,2,2,1,1
"150",1,1,1,1,2,2,1,1,1
"151",1,1,1,1,2,2,1,1,1
"152",1,1,1,1,2,2,1,1,1
"153",1,1,1,1,2,2,1,1,1
"154",1,1,1,1,2,2,1,1,1
"155",1,1,1,1,2,2,1,1,1
"156",1,1,1,1,2,2,1,1,1
"157",1,1,1,1,2,2,1,1,1
"158",1,1,1,1,2,2,1,1,1
"159",1,1,1,1,2,2,1,1,1
"160",1,1,1,1,2,2,1,1,1
"161",1,1,1,1,2,2,1,1,1
"162",1,1,1,1,2,2,1,1,1
"163",1,1,1,1,2,2,1,1,1
"164",1,1,1,1,2,2,1,1,1
"165",1,1,1,1,2,2,1,1,1
"166",1,1,1,1,2,2,1,1,1
"167",1,1,1,1,2,2,1,1,1
"168",4,4,4,3,3,4,3,4,4
"169",5,6,5,4,5,5,5,6,5
"170",1,1,1,1,2,2,1,1,1
"171",1,1,1,1,2,2,1,1,1
"172",1,1,1,1,2,2,1,1,1
"173",1,1,1,1,2,2,1,1,1
"174",1,1,1,1,2,2,1,1,1
"175",1,1,1,1,2,2,1,1,1
"176",1,1,1,1,2,2,1,1,1
"177",1,1,1,1,2,2,1,1,1
"178",1,1,1,1,2,2,1,1,1
"179",1,1,1,1,2,2,1,1,1
"180",1,1,1,1,2,2,1,1,1
"181",1,1,1,1,2,2,1,1,1
"182",1,1,1,1,2,2,1,1,1
"183",1,1,1,1,2,2,1,1,1
"184",1,1,1,1,2,2,1,1,1
"185",1,1,1,1,2,2,1,1,1
"186",1,1,1,1,2,2,1,1,1
"187",3,5,3,3,4,3,4,5,3
"188",1,1,1,1,2,2,1,1,1
"189",1,1,1,1,2,2,1,1,1
"190",1,1,1,1,2,2,1,1,1
"191",4,4,4,3,3,4,3,4,4
"192",1,1,1,1,2,2,1,1,1
"193",4,4,4,3,3,4,3,4,4
"194",4,4,4,3,3,4,3,4,4
"195",1,1,1,1,2,2,1,1,1
"196",4,4,4,3,3,4,3,4,4
"197",1,1,1,1,1,1,1,1,1
"198",1,1,1,1,2,2,1,1,1
"199",1,3,1,1,2,2,1,1,1
"200",1,1,1,1,1,1,1,1,1
"201",1,1,1,1,1,1,1,1,1
"202",1,1,1,1,1,1,1,1,1
"203",2,3,1,1,2,2,1,1,1
"204",1,1,1,1,1,1,1,1,1
"205",1,1,1,1,1,1,1,1,1
"206",1,1,1,1,1,1,1,1,1
"207",1,1,1,1,1,1,1,1,1
"208",1,1,1,1,1,1,1,1,1
"209",1,1,1,1,1,1,1,1,1
"210",1,1,1,1,1,1,1,1,1
"211",1,1,1,1,1,1,1,1,1
"212",1,1,1,1,1,1,1,1,1
"213",1,1,1,1,1,1,1,1,1
"214",1,1,1,1,1,1,1,1,1
"215",4,4,4,3,3,4,3,4,4
"216",4,4,4,3,3,4,3,4,4
"217",6,5,3,5,4,3,4,5,6
"218",1,2,1,2,1,1,1,2,2
"219",1,2,1,2,1,1,1,2,2
"220",1,2,1,2,1,1,1,2,2
"221",1,1,1,1,1,1,1,1,1
"222",1,2,1,2,1,1,1,2,2
"223",1,2,1,2,1,1,1,2,2
"224",1,2,1,2,1,1,1,2,2
"225",1,1,1,1,1,1,1,1,1
"226",6,5,3,5,4,6,4,5,6
"227",1,1,1,1,1,1,1,1,1
"228",1,1,1,1,1,1,1,1,1
"229",1,1,1,1,1,1,1,1,1
"230",1,1,1,1,1,1,1,1,1
"231",7,7,6,6,6,7,6,7,7
"232",1,1,1,1,1,1,1,1,1
"233",2,1,2,1,2,2,1,1,1
"234",2,1,2,1,2,2,1,1,1
"235",1,2,1,2,1,1,1,2,2
"236",1,2,1,2,1,1,1,2,2
"237",1,2,1,2,1,1,1,2,2
"238",2,3,2,1,2,2,2,1,1
"239",1,2,1,2,1,1,1,2,2
"240",1,2,1,2,1,1,1,2,2
"241",1,2,1,2,1,1,1,2,2
"242",1,2,1,2,1,1,1,2,2
"243",1,1,1,1,2,2,1,1,1
"244",1,2,1,2,1,1,1,2,2
"245",2,3,2,1,2,2,2,1,1
"246",1,2,1,2,1,1,1,2,2
"247",2,3,2,1,2,2,2,1,1
"248",1,2,1,2,1,1,1,2,2
"249",3,5,3,3,4,3,4,3,3
"250",1,2,1,2,1,1,1,2,2
"251",1,2,1,2,1,1,1,2,2
"252",2,3,1,1,2,2,1,1,1
"253",1,1,1,1,2,2,1,1,1
"254",2,3,2,1,2,2,2,1,1
"255",1,1,1,1,2,2,1,1,1
"256",1,1,1,1,2,2,1,1,1
"257",2,3,2,1,2,2,2,1,1
"258",4,4,4,3,3,4,3,4,4
"259",1,1,1,1,2,2,1,1,1
"260",2,3,2,1,2,2,2,1,1
"261",6,5,3,5,4,6,4,5,6
"262",2,1,2,1,2,2,1,1,1
"263",2,1,2,1,2,2,1,1,1
"264",1,2,1,2,1,1,1,2,2
"265",2,3,2,1,2,2,2,1,1
"266",1,1,1,1,2,2,1,1,1
"267",1,2,1,2,1,1,1,2,2
"268",1,1,1,1,1,1,1,1,1
"269",1,2,1,2,1,1,1,2,2
"270",1,1,1,1,2,2,1,1,1
"271",2,1,2,1,2,2,1,1,1
"272",6,5,3,5,4,3,4,5,6
"273",1,1,1,1,2,2,1,1,1
"274",1,2,1,2,1,1,1,2,2
"275",1,1,1,1,1,1,1,1,1
"276",3,3,3,1,2,3,2,3,3
"277",3,5,3,3,4,3,4,3,3
"278",1,2,1,2,1,1,1,2,2
"279",2,1,2,1,2,2,1,1,1
"280",1,1,1,1,2,2,1,1,1
"281",1,2,1,2,1,1,1,2,2
"282",1,2,1,2,1,1,1,2,2
"283",2,1,2,1,2,2,1,1,1
"284",1,2,1,2,1,1,1,2,2
"285",1,2,1,2,1,1,1,2,2
"286",1,1,1,1,2,2,1,1,1
"287",1,2,1,2,1,1,1,2,2
"288",1,2,1,2,1,1,1,2,2
"289",1,2,1,2,1,1,1,2,2
"290",2,3,2,1,2,2,2,1,1
"291",2,3,2,1,2,2,2,1,1
"292",2,3,2,1,2,2,2,1,1
"293",2,3,2,1,2,2,2,1,1
"294",2,3,2,1,2,2,2,1,1
"295",2,3,2,1,2,2,2,1,1
"296",2,3,2,1,2,2,2,1,1
"297",2,3,2,1,2,2,2,1,1
"298",2,3,2,1,2,2,2,1,1
"299",5,6,5,4,5,5,5,6,5
"300",2,3,2,1,2,2,2,1,1
"301",2,3,2,1,2,2,2,1,1
"302",2,3,2,1,2,2,2,1,1
"303",2,3,2,1,2,2,2,1,1
"304",2,3,2,1,2,2,2,1,1
"305",2,3,2,1,2,2,2,1,1
"306",2,3,2,1,2,2,2,1,1
"307",2,3,2,1,2,2,2,1,1
"308",2,3,2,1,2,2,2,1,1
"309",2,3,2,1,2,2,2,1,1
"310",5,6,5,4,5,5,5,6,5
"311",2,3,2,1,2,2,2,1,1
"312",2,3,2,1,2,2,2,1,1
"313",2,3,2,1,2,2,2,1,1
"314",2,3,2,1,2,2,2,1,1
"315",2,3,2,1,2,2,2,1,1
"316",2,3,2,1,2,2,2,1,1
"317",2,3,2,1,2,2,2,1,1
"318",2,3,2,1,2,2,2,1,1
"319",2,3,2,1,2,2,2,1,1
"320",2,3,2,1,2,2,2,1,1
"321",5,8,7,7,7,8,7,8,8
"322",2,3,2,1,2,2,2,1,1
"323",2,3,2,1,2,2,2,1,1
"324",2,3,2,1,2,2,2,1,1
"325",2,3,2,1,2,2,2,1,1
"326",2,3,2,1,2,2,2,1,1
"327",2,3,2,1,2,2,2,1,1
"328",2,3,2,1,2,2,2,1,1
"329",2,3,2,1,2,2,2,1,1
"330",2,3,2,1,2,2,2,1,1
"331",2,3,2,1,2,2,2,1,1
"332",2,3,2,1,2,2,2,1,1
"333",2,3,2,1,2,2,2,1,1
"334",2,3,2,1,2,2,2,1,1
"335",2,3,2,1,2,2,2,1,1
"336",2,3,2,1,2,2,2,1,1
"337",2,3,2,1,2,2,2,1,1
"338",2,3,2,1,2,2,2,1,1
"339",2,3,2,1,2,2,2,1,1
"340",2,3,2,1,2,2,2,1,1
"341",2,3,2,1,2,2,2,1,1
"342",2,3,2,1,2,2,2,1,1
"343",5,6,5,4,5,5,5,6,5
"344",2,3,2,1,2,2,2,1,1
"345",2,3,2,1,2,2,2,1,1
"346",2,3,2,1,2,2,2,1,1
"347",5,9,8,4,5,5,7,6,5
"348",2,3,2,1,2,2,2,1,1
"349",2,3,2,1,2,2,2,1,1
"350",2,3,2,1,2,2,2,1,1
"351",2,3,2,1,2,2,2,1,1
"352",2,3,2,1,2,2,2,1,1
"353",2,3,2,1,2,2,2,1,1
"354",2,3,2,1,2,2,2,1,1
"355",2,3,2,1,2,2,2,1,1
"356",2,3,2,1,2,2,2,1,1
"357",4,4,2,3,2,2,2,4,3
"358",2,3,2,1,2,2,2,1,1
"359",2,3,2,1,2,2,2,1,1
"360",2,3,2,1,2,2,2,1,1
"361",2,3,1,1,2,2,2,1,1
"362",2,3,2,1,2,2,2,1,1
"363",2,3,2,1,2,2,2,1,1
"364",2,3,2,1,2,2,2,1,1
"365",2,3,2,1,2,2,2,1,1
"366",2,3,2,1,2,2,2,1,1
"367",2,3,2,1,2,2,2,1,1
"368",2,3,2,1,2,2,2,1,1
"369",2,3,2,1,2,2,2,1,1
"370",2,3,2,1,2,2,2,1,1
"371",5,6,5,4,5,5,5,6,5
"372",2,3,1,1,2,2,2,1,1
"373",2,3,2,1,2,2,2,1,1
"374",5,6,5,4,5,5,5,6,5
"375",2,3,2,1,2,2,2,1,1
"376",2,3,2,1,2,2,2,1,1
"377",2,3,2,1,2,2,2,1,1
"378",2,3,2,1,2,2,2,1,1
"379",5,9,8,4,5,5,7,6,5
"380",2,3,2,1,2,2,2,1,1
"381",2,3,2,1,2,2,2,1,1
"382",2,3,2,1,2,2,2,1,1
"383",2,3,2,1,2,2,2,1,1
"384",2,3,2,1,2,2,2,1,1
"385",2,3,2,1,2,2,2,1,1
"386",5,6,5,4,5,5,5,6,5
"387",2,3,2,1,2,2,2,1,1
"388",2,3,2,1,2,2,2,1,1
"389",2,3,1,1,2,2,2,1,1
"390",2,3,2,1,2,2,2,1,1
"391",2,3,2,1,2,2,2,1,1
"392",2,3,2,1,2,2,2,1,1
"393",5,6,5,4,5,5,5,6,5
"394",2,3,2,1,2,2,2,1,1
"395",2,3,2,1,2,2,2,1,1
"396",2,3,2,1,2,2,2,1,1
"397",2,3,2,1,2,2,2,1,1
"398",2,3,2,1,2,2,2,1,1
"399",2,3,2,1,2,2,2,1,1
"400",2,3,2,1,2,2,2,1,1
"401",2,3,2,1,2,2,2,1,1
"402",2,3,2,1,2,2,2,1,1
"403",2,3,2,1,2,2,2,1,1
"404",2,3,2,1,2,2,2,1,1
"405",2,3,1,1,2,2,2,1,1
"406",2,3,2,1,2,2,2,1,1
"407",2,3,1,1,2,2,2,1,1
"408",2,3,2,1,2,2,2,1,1
"409",2,3,2,1,2,2,2,1,1
"410",2,3,2,1,2,2,2,1,1
"411",2,3,2,1,2,2,2,1,1
"412",2,3,1,1,2,2,2,1,1
"413",2,3,1,1,2,2,2,1,1
"414",2,3,2,1,2,2,2,1,1
"415",2,3,2,1,2,2,2,1,1
"416",5,6,5,4,5,5,5,6,5
"417",2,3,2,1,2,2,2,1,1
"418",2,3,2,1,2,2,2,1,1
"419",2,3,2,1,2,2,2,1,1
"420",2,3,2,1,2,2,2,1,1
"421",2,3,1,1,2,2,2,1,1
"422",2,3,2,1,2,2,2,1,1
"423",2,3,2,1,2,2,2,1,1
"424",2,3,2,1,2,2,2,1,1
"425",2,3,1,1,2,2,2,1,1
"426",2,3,2,1,2,2,2,1,1
"427",2,3,2,1,2,2,2,1,1
"428",2,3,1,1,2,2,2,1,1
"429",2,3,2,1,2,2,2,1,1
"430",2,3,2,1,2,2,2,1,1
"431",6,6,5,4,5,5,8,6,5
"432",5,9,7,7,7,8,7,9,9
"433",2,3,2,1,2,2,2,1,1
"434",2,3,2,1,2,2,2,1,1
"435",2,3,2,1,2,2,2,1,1
"436",2,3,2,1,2,2,2,1,1
"437",2,3,1,1,2,2,2,1,1
"438",6,5,3,5,4,6,4,5,6
"439",2,3,2,1,2,2,2,1,1
"440",2,3,2,1,2,2,2,1,1
"441",2,3,1,1,2,2,2,1,1
"442",3,3,2,1,2,2,2,1,1
"443",2,3,2,1,2,2,2,1,1
"444",2,3,2,1,2,2,2,1,1
"445",2,3,2,1,2,2,2,1,1
"446",2,3,2,1,2,2,2,1,1
"447",2,3,2,1,2,2,2,1,1
"448",2,3,2,1,2,2,2,1,1
"449",2,3,2,1,2,2,2,1,1
"450",2,3,2,1,2,2,2,1,1
"451",2,3,1,1,2,2,2,1,1
"452",2,3,1,1,2,2,2,1,1
"453",2,3,2,1,2,2,2,1,1
"454",2,3,2,1,2,2,2,1,1
"455",2,3,2,1,2,2,2,1,1
"456",2,3,1,1,2,2,2,1,1
"457",2,3,2,1,2,2,2,1,1
"458",2,3,2,1,2,2,2,1,1
"459",2,3,1,1,2,2,2,1,1
"460",2,3,2,1,2,2,2,1,1
"461",2,3,2,1,2,2,2,1,1
"462",2,3,2,1,2,2,2,1,1
"463",2,3,2,1,2,2,2,1,1
"464",2,3,2,1,2,2,2,1,1
"465",2,3,2,1,2,2,2,1,1
"466",2,3,2,1,2,2,2,1,1
"467",2,3,2,1,2,2,2,1,1
"468",4,4,4,3,3,4,3,4,4
"469",4,4,4,3,3,4,3,4,4
"470",4,4,4,3,3,4,3,4,4
"471",4,4,4,3,3,4,3,4,4
"472",4,4,4,3,3,4,3,4,4
"473",4,4,4,3,3,4,3,4,4
"474",4,4,4,3,3,4,3,4,4
"475",4,4,4,3,3,3,3,4,3
"476",2,3,2,1,2,2,2,1,1
"477",2,3,2,1,2,2,2,1,1
"478",2,3,2,1,2,2,2,1,1
"479",4,4,4,3,3,4,3,4,4
"480",4,4,4,3,3,4,3,4,4
"481",4,4,4,3,3,4,3,4,4
"482",4,4,4,3,3,4,3,4,4
"483",4,4,4,3,3,4,3,4,4
"484",4,4,4,3,3,4,3,4,4
"485",2,3,2,1,2,2,2,1,1
"486",4,4,4,3,3,4,3,4,4
"487",4,4,4,3,3,4,3,4,4
"488",4,4,4,3,3,4,3,4,4
"489",4,4,4,3,3,4,3,4,4
"490",4,4,4,3,3,4,3,4,4
"491",6,5,3,5,4,3,4,5,6
"492",4,4,4,3,3,4,3,4,4
"493",2,3,2,1,2,2,2,1,1
"494",5,6,5,4,5,5,5,6,5
"495",2,3,2,1,2,2,2,1,1
"496",2,3,2,1,2,2,2,1,1
"497",2,3,2,1,2,2,2,1,1
"498",2,3,2,1,2,2,2,1,1
"499",2,3,2,1,2,2,2,1,1
"500",2,3,2,1,2,2,2,1,1
"501",2,3,2,1,2,2,2,1,1
"502",2,3,2,1,2,2,2,1,1
"503",2,3,2,1,2,2,2,1,1
"504",2,3,2,1,2,2,2,1,1
"505",2,3,2,1,2,2,2,1,1
"506",2,3,2,1,2,2,2,1,1
"507",2,3,2,1,2,2,2,1,1
"508",2,3,2,1,2,2,2,1,1
"509",2,3,2,1,2,2,2,1,1
"510",2,3,2,1,2,2,2,1,1
"511",5,8,7,7,7,8,7,9,9
"512",2,3,2,1,2,2,2,1,1
"513",5,6,5,4,5,5,5,6,5
"514",6,6,8,8,8,5,8,6,5
"515",2,3,2,1,2,2,2,1,1
"516",2,3,2,1,2,2,2,1,1
"517",2,3,2,1,2,2,2,1,1
"518",2,3,2,1,2,2,2,1,1
"519",2,3,2,1,2,2,2,1,1
"520",2,3,2,1,2,2,2,1,1
"521",2,3,2,1,2,2,2,1,1
"522",8,9,8,4,5,5,8,6,5
"523",2,3,2,1,2,2,2,1,1
"524",2,3,2,1,2,2,2,1,1
"525",2,3,2,1,2,2,2,1,1
"526",4,4,4,3,3,3,3,4,4
"527",2,3,2,1,2,2,2,1,1
"528",2,3,2,1,2,2,2,1,1
"529",2,3,2,1,2,2,2,1,1
"530",2,3,2,1,2,2,2,1,1
"531",2,3,2,1,2,2,2,1,1
"532",2,3,2,1,2,2,2,1,1
"533",2,3,2,1,2,2,2,1,1
"534",2,3,2,1,2,2,2,1,1
"535",2,3,2,1,2,2,2,1,1
"536",2,3,2,1,2,2,2,1,1
"537",2,3,1,1,2,2,2,1,1
"538",2,3,2,1,2,2,2,1,1
"539",2,3,2,1,2,2,2,1,1
"540",8,9,8,4,5,5,8,6,5
"541",2,3,2,1,2,2,2,1,1
"542",2,3,2,1,2,2,2,1,1
"543",2,3,2,1,2,2,2,1,1
"544",2,3,2,1,2,2,2,1,1
"545",4,4,4,3,3,4,3,4,4
"546",2,3,1,1,2,2,1,1,1
"547",2,3,1,1,2,2,2,1,1
"548",2,3,2,1,2,2,2,1,1
"549",2,3,1,1,2,2,2,1,1
"550",4,4,4,3,3,4,3,4,4
"551",4,4,4,3,3,4,3,4,4
"552",2,3,2,1,2,2,2,1,1
"553",2,3,2,1,2,2,2,1,1
"554",5,6,5,4,5,5,5,6,5
"555",4,4,4,3,3,4,3,4,4
"556",4,4,4,3,3,4,3,4,4
"557",4,4,4,3,3,4,3,4,4
"558",2,3,1,1,2,2,2,1,1
"559",5,6,5,4,5,5,5,6,5
"560",2,3,2,1,2,2,2,1,1
"561",5,6,5,4,5,5,5,6,5
"562",2,3,1,1,2,2,2,1,1
"563",8,9,8,4,5,5,8,6,5
"564",2,3,2,1,2,2,2,1,1
"565",2,3,2,1,2,2,2,1,1
"566",5,6,5,4,5,5,5,6,5
"567",5,6,5,4,5,5,5,6,5
"568",2,3,1,1,2,2,2,1,1
"569",2,3,2,1,2,2,2,1,1
"570",2,3,1,1,2,2,1,1,1
"571",2,3,1,1,2,2,1,1,1
"572",2,3,2,1,2,2,2,1,1
"573",2,3,2,1,2,2,2,1,1
"574",5,6,5,4,5,5,5,6,5
"575",2,3,1,1,2,2,2,1,1
"576",2,3,2,1,2,2,2,1,1
"577",2,3,1,1,2,2,2,1,1
"578",2,3,3,3,4,3,2,3,3
"579",2,3,2,1,2,2,2,1,1
"580",5,6,5,4,5,5,5,6,5
"581",2,3,2,1,2,2,2,1,1
"582",2,3,2,1,2,2,2,1,1
"583",2,3,1,1,2,2,2,1,1
"584",2,3,1,1,2,2,2,1,1
"585",2,3,2,1,2,2,2,1,1
"586",2,3,2,1,2,2,2,1,1
"587",2,3,2,1,2,2,2,1,1
"588",2,3,2,1,2,2,2,1,1
"589",2,3,2,1,2,2,2,1,1
"590",2,3,1,1,2,2,2,1,1
"591",2,3,2,1,2,2,2,1,1
"592",2,3,2,1,2,2,2,1,1
"593",2,3,2,1,2,2,2,1,1
"594",2,3,2,1,2,2,2,1,1
"595",2,3,2,1,2,2,2,1,1
"596",2,3,2,1,2,2,2,1,1
"597",2,3,2,1,2,2,2,1,1
"598",2,3,2,1,2,2,2,1,1
"599",5,6,5,4,5,5,5,6,5
"600",2,3,2,1,2,2,2,1,1
"601",2,3,1,1,2,2,2,1,1
"602",4,4,4,3,3,3,3,4,3
"603",2,3,2,1,2,2,2,1,1
"604",2,3,2,1,2,2,2,1,1
"605",2,3,2,1,2,2,2,1,1
"606",2,3,2,1,2,2,2,1,1
"607",2,3,2,1,2,2,2,1,1
"608",2,3,2,1,2,2,2,1,1
"609",2,3,2,1,2,2,2,1,1
"610",2,3,2,1,2,2,2,1,1
"611",2,3,2,1,2,2,2,1,1
"612",8,9,8,4,5,5,8,6,5
"613",2,3,2,1,2,2,2,1,1
"614",2,3,2,1,2,2,2,1,1
"615",2,3,1,1,2,2,2,1,1
"616",2,3,2,1,2,2,2,1,1
"617",2,3,1,1,2,2,2,1,1
